num_jobs,instance_id,solver,solver_key,total_profit,profit_ratio,completion_rate,utilization,makespan,num_scheduled
100,2,Shortest Job First,sjf,578.1499999999999,0.15057597295544572,0.24,1.0,27,24
100,2,Profit Density,profit_density,685.7199999999998,0.17859198508174043,0.19,1.0,27,19
100,2,RL Agent (DQN),rl_agent,658.9399999999998,0.17161728205355253,0.18,1.0,26,18
100,3,Greedy-by-Profit,greedy_profit,330.77,0.07898136319679079,0.04,1.0,31,4
100,3,Earliest Deadline First,edf,550.5,0.13144856075168043,0.22,1.0,26,22
100,3,Shortest Job First,sjf,516.6899999999998,0.12337539846464257,0.22,1.0,31,22
100,3,Profit Density,profit_density,686.79,0.16399192922551606,0.17,1.0,31,17
100,3,RL Agent (DQN),rl_agent,653.3600000000001,0.15600950345634504,0.15,1.0,26,15
100,4,Greedy-by-Profit,greedy_profit,273.84000000000003,0.06640332307602771,0.03,1.0,25,3
100,4,Earliest Deadline First,edf,382.14000000000004,0.09266493529167848,0.2,1.0,25,20
100,4,Shortest Job First,sjf,466.04999999999995,0.11301222874518957,0.21,1.0,28,21
100,4,Profit Density,profit_density,663.2400000000001,0.16082873209518195,0.19,1.0,28,19
100,4,RL Agent (DQN),rl_agent,553.22,0.1341500379496058,0.17,1.0,24,17
100,5,Greedy-by-Profit,greedy_profit,236.89000000000001,0.062163942341756054,0.03,1.0,25,3
100,5,Earliest Deadline First,edf,443.48,0.11637665224248374,0.18,1.0,25,18
100,5,Shortest Job First,sjf,453.07000000000005,0.11889323043091483,0.21,1.0,25,21
100,5,Profit Density,profit_density,627.98,0.16479257255171584,0.18,1.0,27,18
100,5,RL Agent (DQN),rl_agent,612.28,0.1606726270294668,0.17,1.0,28,17
100,6,Greedy-by-Profit,greedy_profit,271.35,0.07132474509979157,0.03,1.0,26,3
100,6,Earliest Deadline First,edf,466.12000000000006,0.12252032498955169,0.2,1.0,25,20
100,6,Shortest Job First,sjf,447.9699999999999,0.11774957089498295,0.21,1.0,26,21
100,6,Profit Density,profit_density,654.4300000000001,0.1720178844136967,0.19,1.0,29,19
100,6,RL Agent (DQN),rl_agent,608.91,0.16005288571481144,0.16,1.0,29,16
100,7,Greedy-by-Profit,greedy_profit,343.85,0.08726049993655627,0.04,1.0,30,4
100,7,Earliest Deadline First,edf,438.2,0.11120416190838725,0.21,1.0,25,21
100,7,Shortest Job First,sjf,512.3200000000002,0.13001395761959145,0.21,1.0,26,21
100,7,Profit Density,profit_density,640.4300000000001,0.16252506027153915,0.19,1.0,26,19
100,7,RL Agent (DQN),rl_agent,565.48,0.14350463139195532,0.15,1.0,29,15
100,8,Greedy-by-Profit,greedy_profit,250.4,0.06369604977652965,0.03,1.0,30,3
100,8,Earliest Deadline First,edf,421.65000000000015,0.10725814452185997,0.18,1.0,25,18
100,8,Shortest Job First,sjf,481.51,0.12248516345006706,0.22,1.0,30,22
100,8,Profit Density,profit_density,559.24,0.14225790286352413,0.18,1.0,25,18
100,8,RL Agent (DQN),rl_agent,515.03,0.1310118870463501,0.15,1.0,25,15
100,9,Greedy-by-Profit,greedy_profit,264.21999999999997,0.06248832275779212,0.03,1.0,30,3
100,9,Earliest Deadline First,edf,559.8000000000001,0.13239332026270545,0.22,1.0,27,22
100,9,Shortest Job First,sjf,504.62999999999994,0.11934555413392112,0.2,1.0,26,20
100,9,Profit Density,profit_density,649.7600000000001,0.15366895993907737,0.17,1.0,34,17
100,9,RL Agent (DQN),rl_agent,585.1400000000001,0.13838625833962037,0.16,1.0,27,16
100,10,Greedy-by-Profit,greedy_profit,356.09,0.08915846666165902,0.04,1.0,32,4
100,10,Earliest Deadline First,edf,495.2299999999999,0.12399659480708076,0.2,1.0,25,20
100,10,Shortest Job First,sjf,568.98,0.14246225493878165,0.22,1.0,27,22
100,10,Profit Density,profit_density,614.67,0.15390220085630585,0.18,1.0,27,18
100,10,RL Agent (DQN),rl_agent,572.1099999999999,0.14324595007386262,0.15,1.0,29,15
100,11,Greedy-by-Profit,greedy_profit,374.81,0.09141573537948226,0.04,1.0,30,4
100,11,Earliest Deadline First,edf,448.71999999999997,0.1094423008443779,0.2,1.0,25,20
100,11,Shortest Job First,sjf,425.44,0.1037643351560709,0.19,1.0,25,19
100,11,Profit Density,profit_density,605.33,0.14763930283947066,0.16,1.0,27,16
100,11,RL Agent (DQN),rl_agent,573.5500000000001,0.13988819675809624,0.15,1.0,28,15
100,12,Greedy-by-Profit,greedy_profit,287.89,0.06830195304344525,0.03,1.0,25,3
100,12,Earliest Deadline First,edf,536.5999999999999,0.1273084442082487,0.22,1.0,25,22
100,12,Shortest Job First,sjf,448.04,0.1062975686602008,0.22,1.0,26,22
100,12,Profit Density,profit_density,667.11,0.1582719646212538,0.19,1.0,24,19
100,12,RL Agent (DQN),rl_agent,632.79,0.15012953859585856,0.17,1.0,25,17
100,13,Greedy-by-Profit,greedy_profit,294.15,0.07233671060397404,0.03,1.0,29,3
100,13,Earliest Deadline First,edf,440.72999999999996,0.10838333661223688,0.2,1.0,26,20
100,13,Shortest Job First,sjf,439.7599999999999,0.10814479638009049,0.2,1.0,27,20
100,13,Profit Density,profit_density,626.94,0.154175683651387,0.14,1.0,32,14
100,13,RL Agent (DQN),rl_agent,531.8199999999999,0.13078398583513673,0.11,1.0,27,11
100,14,Greedy-by-Profit,greedy_profit,384.13,0.08978167531068204,0.04,1.0,30,4
100,14,Earliest Deadline First,edf,471.60999999999996,0.11022814123674474,0.23,1.0,25,23
100,14,Shortest Job First,sjf,520.41,0.12163403443738328,0.22,1.0,31,22
100,14,Profit Density,profit_density,613.3299999999999,0.14335197698253355,0.15,1.0,29,15
100,14,RL Agent (DQN),rl_agent,524.06,0.12248713915423431,0.14,1.0,26,14
100,15,Greedy-by-Profit,greedy_profit,289.99,0.06557729228807059,0.03,1.0,25,3
100,15,Earliest Deadline First,edf,390.55,0.08831756785787775,0.19,1.0,25,19
100,15,Shortest Job First,sjf,504.56000000000006,0.11409937789878583,0.18,1.0,28,18
100,15,Profit Density,profit_density,579.88,0.13113197093695084,0.18,1.0,26,18
100,15,RL Agent (DQN),rl_agent,497.95,0.11260461634830425,0.14,1.0,28,14
100,16,Greedy-by-Profit,greedy_profit,286.21,0.0661368814615232,0.03,1.0,25,3
100,16,Earliest Deadline First,edf,517.2700000000001,0.11952980215087562,0.22,1.0,25,22
100,16,Shortest Job First,sjf,496.72,0.11478114587040218,0.21,1.0,25,21
100,16,Profit Density,profit_density,626.47,0.1447635377142673,0.18,1.0,27,18
100,16,RL Agent (DQN),rl_agent,553.5899999999999,0.1279225610855128,0.15,1.0,27,15
100,17,Greedy-by-Profit,greedy_profit,404.67,0.09545139331153853,0.05,1.0,27,5
100,17,Earliest Deadline First,edf,405.9099999999999,0.09574387787354287,0.19,1.0,26,19
100,17,Shortest Job First,sjf,399.7,0.09427909631705327,0.18,1.0,26,18
100,17,Profit Density,profit_density,540.7599999999999,0.12755157399151792,0.14,1.0,26,14
100,17,RL Agent (DQN),rl_agent,476.84999999999997,0.11247682531595408,0.1,1.0,25,10
100,18,Greedy-by-Profit,greedy_profit,269.26,0.07107692388914258,0.03,1.0,30,3
100,18,Earliest Deadline First,edf,450.1,0.11881350160626561,0.21,1.0,26,21
100,18,Shortest Job First,sjf,424.02,0.11192912897375858,0.2,1.0,25,20
100,18,Profit Density,profit_density,616.1500000000001,0.16264594315641093,0.16,1.0,26,16
100,18,RL Agent (DQN),rl_agent,591.22,0.15606513756866552,0.16,1.0,26,16
100,19,Greedy-by-Profit,greedy_profit,294.73,0.06942353941569561,0.03,1.0,25,3
100,19,Earliest Deadline First,edf,435.13999999999993,0.10249706151849415,0.21,1.0,25,21
100,19,Shortest Job First,sjf,452.33,0.1065461594812255,0.21,1.0,25,21
100,19,Profit Density,profit_density,617.7100000000002,0.14550135558806143,0.18,1.0,26,18
100,19,RL Agent (DQN),rl_agent,562.12,0.1324071522286527,0.16,1.0,25,16
100,20,Greedy-by-Profit,greedy_profit,443.52000000000004,0.09752707986085149,0.05,1.0,31,5
100,20,Earliest Deadline First,edf,527.8,0.11605968783946025,0.22,1.0,25,22
100,20,Shortest Job First,sjf,425.53999999999996,0.09357339818719952,0.2,1.0,27,20
100,20,Profit Density,profit_density,652.9399999999999,0.14357713637343156,0.18,1.0,31,18
100,20,RL Agent (DQN),rl_agent,620.8499999999999,0.13652076012718622,0.17,1.0,28,17
100,21,Greedy-by-Profit,greedy_profit,285.68,0.06987694241903174,0.03,1.0,29,3
100,21,Earliest Deadline First,edf,483.01,0.11814359408364784,0.21,1.0,29,21
100,21,Shortest Job First,sjf,503.16999999999996,0.12307470287378953,0.21,1.0,28,21
100,21,Profit Density,profit_density,598.35,0.1463556024097859,0.17,1.0,25,17
100,21,RL Agent (DQN),rl_agent,599.4799999999999,0.14663199888463013,0.16,1.0,33,16
100,22,Greedy-by-Profit,greedy_profit,283.87,0.07034058949611584,0.03,1.0,26,3
100,22,Earliest Deadline First,edf,489.1300000000001,0.12120228463816236,0.19,1.0,26,19
100,22,Shortest Job First,sjf,514.79,0.1275606160098125,0.23,1.0,25,23
100,22,Profit Density,profit_density,662.17,0.16408013578977357,0.18,1.0,25,18
100,22,RL Agent (DQN),rl_agent,662.17,0.16408013578977357,0.18,1.0,25,18
100,23,Greedy-by-Profit,greedy_profit,279.88,0.07265590725131288,0.03,1.0,27,3
100,23,Earliest Deadline First,edf,596.8500000000001,0.15494025383359333,0.22,1.0,31,22
100,23,Shortest Job First,sjf,606.5900000000001,0.15746872509494744,0.21,1.0,31,21
100,23,Profit Density,profit_density,615.4300000000001,0.15976355938143308,0.17,1.0,30,17
100,23,RL Agent (DQN),rl_agent,615.3999999999999,0.15975577148227074,0.18,1.0,31,18
100,24,Greedy-by-Profit,greedy_profit,325.61,0.08635197959015894,0.04,1.0,26,4
100,24,Earliest Deadline First,edf,494.13,0.13104359102879284,0.22,1.0,26,22
100,24,Shortest Job First,sjf,438.07000000000005,0.11617644328816967,0.22,1.0,26,22
100,24,Profit Density,profit_density,609.64,0.16167691667130768,0.17,1.0,26,17
100,24,RL Agent (DQN),rl_agent,602.26,0.15971973596624525,0.16,1.0,26,16
100,25,Greedy-by-Profit,greedy_profit,345.04,0.08418237888901903,0.04,1.0,31,4
100,25,Earliest Deadline First,edf,494.42,0.12062790334543469,0.22,1.0,25,22
100,25,Shortest Job First,sjf,503.90999999999997,0.12294326033493384,0.22,1.0,27,22
100,25,Profit Density,profit_density,557.5699999999999,0.13603515243783426,0.17,1.0,26,17
100,25,RL Agent (DQN),rl_agent,485.9799999999999,0.11856872389428895,0.14,1.0,26,14
100,26,Greedy-by-Profit,greedy_profit,350.52,0.10291280949151344,0.04,1.0,32,4
100,26,Earliest Deadline First,edf,402.22999999999996,0.11809488577476734,0.19,1.0,25,19
100,26,Shortest Job First,sjf,535.86,0.1573287061911514,0.23,1.0,25,23
100,26,Profit Density,profit_density,649.0500000000001,0.19056133458994295,0.19,1.0,27,19
100,26,RL Agent (DQN),rl_agent,616.4200000000001,0.18098115379082141,0.18,1.0,26,18
100,27,Greedy-by-Profit,greedy_profit,279.02,0.06980613299241693,0.03,1.0,27,3
100,27,Earliest Deadline First,edf,400.37,0.10016587150087439,0.2,1.0,25,20
100,27,Shortest Job First,sjf,457.87,0.1145514089070244,0.23,1.0,27,23
100,27,Profit Density,profit_density,582.7499999999999,0.1457942943205898,0.2,1.0,31,20
100,27,RL Agent (DQN),rl_agent,543.4599999999999,0.1359645940651527,0.18,1.0,31,18
100,28,Greedy-by-Profit,greedy_profit,353.18,0.08726031086393095,0.04,1.0,32,4
100,28,Earliest Deadline First,edf,510.09000000000003,0.12602812154873588,0.21,1.0,25,21
100,28,Shortest Job First,sjf,561.83,0.1388115421390858,0.22,1.0,26,22
100,28,Profit Density,profit_density,644.6499999999999,0.15927390961671972,0.19,1.0,25,19
100,28,RL Agent (DQN),rl_agent,553.02,0.1366348522395693,0.16,1.0,25,16
100,29,Greedy-by-Profit,greedy_profit,349.95000000000005,0.09176561287209718,0.04,1.0,29,4
100,29,Earliest Deadline First,edf,388.8,0.10195305124923955,0.2,1.0,26,20
100,29,Shortest Job First,sjf,482.99999999999994,0.1266546392833917,0.22,1.0,25,22
100,29,Profit Density,profit_density,610.28,0.16003062787136293,0.17,1.0,26,17
100,29,RL Agent (DQN),rl_agent,624.15,0.1636676875957121,0.18,1.0,27,18
